original_index,stemmed,clean_final
14049,"['gamemya', 'santai', 'fitur', 'fitur', 'cadang', 'trailblazepower', 'bantu', 'main', 'login']",gamemya santai fitur fitur cadang trailblazepower bantu main login
14050,"['cutscene', 'frame', 'drop', 'ama', 'suara', 'patah', 'patah', 'sayang', 'cutscene', 'badass', 'patah', 'patah', 'next', 'update', 'suara', 'frame', 'benerin', 'overall', 'hadiah', 'kikir', 'belah']",cutscene frame drop ama suara patah patah sayang cutscene badass patah patah next update suara frame benerin overall hadiah kikir belah
14051,"['anti', 'pelit', 'belah']",anti pelit belah
14052,"['bet', 'kek', 'pensi', 'karna', 'ukur']",bet kek pensi karna ukur
14053,['bansos'],bansos
14054,"['simple', 'bansos', 'fitur', 'stamina', 'fitur', 'endgame', 'daily', 'ribet', 'cocok', 'orang', 'sibuk', 'ken', 'cari', 'waifu']",simple bansos fitur stamina fitur endgame daily ribet cocok orang sibuk ken cari waifu
14055,"['gacha', 'lumayan', 'hoki', 'akun', 'cuman', 'bilang', 'ngeluh', 'perkara', 'gacha', 'hoki', 'gantung', 'nyalahin', 'resiko', 'hasil', 'gacha', 'minimal', 'top', 'gitu', 'ribet']",gacha lumayan hoki akun cuman bilang ngeluh perkara gacha hoki gantung nyalahin resiko hasil gacha minimal top gitu ribet
14056,"['honkai', 'star', 'rail']",honkai star rail
14057,[],
14058,"['karakter', 'main', 'masuk', 'dalam']",karakter main masuk dalam
14059,['bagusss'],bagusss
14060,[],
14061,"['sdh', 'suka', 'alur', 'alur']",sdh suka alur alur
14062,['gratis'],gratis
14063,[],
14064,['baikk'],baikk
14065,[],
14066,"['menang', 'rate']",menang rate
14067,"['byk', 'bansos']",byk bansos
14068,['op'],op
14069,"['gacor', 'kang']",gacor kang
14070,"['hoyovers', 'rate', 'x', 'rate', 'depan', 'ku', 'tunggu']",hoyovers rate x rate depan ku tunggu
14071,[],
14072,"['sayang', 'gacha', 'hard', 'pity', 'mulu']",sayang gacha hard pity mulu
14073,"['umur', 'kakak', 'gengkir', 'impak', 'konten', 'end', 'berat', 'moc', 'pure', 'fiction', 'turunin', 'banyak', 'bansosnya']",umur kakak gengkir impak konten end berat moc pure fiction turunin banyak bansosnya
14074,"['lihat', 'ghensin', 'unduh', 'dduarrr', 'download', 'data', 'gb', 'wkwkwk', 'tunggu', 'rezeki', 'beli']",lihat ghensin unduh dduarrr download data gb wkwkwk tunggu rezeki beli
14075,[],
14076,[],
14077,['super'],super
14078,"['absolute', 'coolness']",absolute coolness
14079,"['saran', 'berat', 'berat', 'cuman', 'gb', 'kasiannn']",saran berat berat cuman gb kasiannn
14080,[],
14081,['hsr'],hsr
14082,"['cutscene', 'lag', 'genshin']",cutscene lag genshin
14083,"['update', 'gede', 'gede', 'yahhh']",update gede gede yahhh
14084,"['e', 'jingyuan']",e jingyuan
14085,[],
14086,[],
14087,[],
14088,"['oh', 'god', 'kafka']",oh god kafka
14089,"['hadiah', 'suka', 'makn', 'sayanggggg', 'kaya', 'belah', 'saran', 'tambah', 'mode', 'co', 'op', 'biar', 'mabar', 'teman']",hadiah suka makn sayanggggg kaya belah saran tambah mode co op biar mabar teman
14090,"['aww', 'deh', 'ever']",aww deh ever
14091,"['moga', 'populer']",moga populer
14092,[],
14093,[],
14094,['tarik'],tarik
14095,"['skip', 'ngebosanin', 'dialog', 'suka', 'cincong', 'skip', 'nikmatin', 'alur', 'mnding', 'nonton', 'film']",skip ngebosanin dialog suka cincong skip nikmatin alur mnding nonton film
14096,"['bener', 'rugi']",bener rugi
14097,"['bintang', 'karakter', 'duduk']",bintang karakter duduk
14098,"['moga', 'b', 'gratis']",moga b gratis
14099,"['amazing', 'mechanic', 'easy', 'understand', 'also', 'technical']",amazing mechanic easy understand also technical
14100,"['rilis', 'ps', 'device', 'ku', 'ruang', 'nampung', 'updatan', 'pc', 'ps']",rilis ps device ku ruang nampung updatan pc ps
14101,"['kecewa', 'sistem', 'pity', 'karakter', 'rate', 'kasih', 'pity', 'karakter', 'pity', 'rendah', 'rate', 'haaa', 'kecewa']",kecewa sistem pity karakter rate kasih pity karakter pity rendah rate haaa kecewa
14102,"['puas', 'playnya', 'bosan', 'sepi', 'gitu', 'ken', 'gaul', 'malu', 'paling', 'ngechat', 'pake', 'sticker', 'tetep', 'fitur', 'multiplayernya', 'hehe', 'btw', 'kali', 'tambah', 'fitur', 'lompatnyaa', 'hehe', 'canda', 'segitu', 'tanggap', 'ku']",puas playnya bosan sepi gitu ken gaul malu paling ngechat pake sticker tetep fitur multiplayernya hehe btw kali tambah fitur lompatnyaa hehe canda segitu tanggap ku
14103,"['baca', 'review', 'kaget', 'loh', 'komplain', 'musuh', 'susah', 'mean', 'playing', 'turn', 'based', 'dude', 'strategi', 'build', 'karakter', 'farm', 'relic', 'luang', 'ngalahin', 'musuh', 'bos', 'coba', 'sampe', 'rate', 'bintang', 'review', 'ku', 'mudah', 'ajar', 'ajar', 'gacha', 'ku', 'ku', 'masukin', 'review', 'untung', 'susah', 'login', 'spek', 'poco', 'cpu', 'mtk', 'ram']",baca review kaget loh komplain musuh susah mean playing turn based dude strategi build karakter farm relic luang ngalahin musuh bos coba sampe rate bintang review ku mudah ajar ajar gacha ku ku masukin review untung susah login spek poco cpu mtk ram
14104,"['bansos', 'elite', 'waifu', 'ti']",bansos elite waifu ti
14105,"['cocok', 'ganggu', 'tidur']",cocok ganggu tidur
14106,"['segi', 'cuman', 'suka', 'bug', 'layar', 'hitam', 'kentang', 'genshin', 'langsung', 'hitam', 'layar', 'jelas']",segi cuman suka bug layar hitam kentang genshin langsung hitam layar jelas
14107,"['login', 'pdhl', 'tungguin', 'day', 'smpe', 'skrg', 'msh', 'buka', 'login', 'fix', 'next', 'update', 'sumpah', 'gatal', 'ken', 'hsr', 'tolong']",login pdhl tungguin day smpe skrg msh buka login fix next update sumpah gatal ken hsr tolong
14108,[],
14109,"['mati', 'firefly', 'ganti', 'ending', 'penacony', 'sedih']",mati firefly ganti ending penacony sedih
14110,"['aman', 'cik']",aman cik
14111,"['kecewa', 'aw', 'aw']",kecewa aw aw
14112,"['suka', 'end', 'rada', 'suntuk', 'bosan', 'buildnya', 'harap', 'depan', 'event', 'tarik', 'perhati', 'player', 'old', 'obt', 'suntuk', 'bosan', 'jujur', 'hsr', 'laptop', 'end', 'malas', 'laptop', 'lari', 'itu', 'jarang', 'login', 'bbrpa', 'faktor', 'atas', 'moga', 'ulas', 'baca', 'dev']",suka end rada suntuk bosan buildnya harap depan event tarik perhati player old obt suntuk bosan jujur hsr laptop end malas laptop lari itu jarang login bbrpa faktor atas moga ulas baca dev
14113,"['sedih', 'nih', 'mainin', 'betah', 'banding', 'genshin', 'company', 'hahah', 'andai', 'simpan', 'mobile']",sedih nih mainin betah banding genshin company hahah andai simpan mobile
14114,['cogan'],cogan
14115,[],
14116,"['fav', 'setelahh', 'genshin', 'wkwk']",fav setelahh genshin wkwk
14117,"['update', 'jagan', 'gede', 'tambah', 'fitur', 'hapus', 'data', 'quest', 'seblum']",update jagan gede tambah fitur hapus data quest seblum
14118,[],
14119,"['rilis', 'ps', 'berfikir', 'jalan', 'ps', 'mobile', 'jalan', 'ps', 'coba', 'main', 'smartphone', 'spesifikasi', 'tengah', 'jalan']",rilis ps berfikir jalan ps mobile jalan ps coba main smartphone spesifikasi tengah jalan
14120,"['asli', 'serius', 'kali', 'teyur', 'kamera', 'sorot', 'lantai', 'langsung', 'ilang', 'maksud', 'ilang', 'glich', 'gitu', 'jatuh', 'stag', 'cuman', 'lantai', 'ilang', 'gensin', 'impact', 'lumayan', 'lancar', 'lancar', 'hapus', 'pasang', 'x', 'hasil', 'baik', 'bug', 'suka', 'mekanik']",asli serius kali teyur kamera sorot lantai langsung ilang maksud ilang glich gitu jatuh stag cuman lantai ilang gensin impact lumayan lancar lancar hapus pasang x hasil baik bug suka mekanik
14121,"['bansos', 'kenceng', 'coys']",bansos kenceng coys
14122,"['many', 'girls', 'characters', 'barbie', 'players']",many girls characters barbie players
14123,"['alur', 'cerita', 'abis', 'tau']",alur cerita abis tau
14124,"['mudah', 'hadiah', 'grind', 'lumayan', 'hemat', 'moga', 'depan']",mudah hadiah grind lumayan hemat moga depan
14125,"['grafik', 'enak', 'pandang', 'habis', 'ganti', 'nge', 'crash', 'kereta', 'loading', 'screen', 'render', 'nge', 'crash', 'kebaikin', 'low', 'baik', 'cepat', 'back']",grafik enak pandang habis ganti nge crash kereta loading screen render nge crash kebaikin low baik cepat back
14126,[],
14127,"['nih', 'lupa', 'b', 'store', 'hehheeh', 'devnya', 'bangt', 'b', 'gratis', 'lejat', 'bergiji', 'pelit', 'kaya', 'belah', 'b', 'gratis', 'bintang', 'doang', 'ratingnya', 'mah', 'awokwowkok', 'b', 'bagus', 'b', 'aduuhhhh', 'poko', 'syukur', 'bangt', 'deh', 'dev', 'kaya', 'gin', 'player', 'belah', 'syukur', 'sihhh', 'nama', 'syukur', 'impact', 'cukaaassss']",nih lupa b store hehheeh devnya bangt b gratis lejat bergiji pelit kaya belah b gratis bintang doang ratingnya mah awokwowkok b bagus b aduuhhhh poko syukur bangt deh dev kaya gin player belah syukur sihhh nama syukur impact cukaaassss
14128,"['instalan', 'ngeri', 'mb', 'gb']",instalan ngeri mb gb
14129,[],
14130,[],
14131,[],
14132,"['gila', 'enak', 'bansosnya']",gila enak bansosnya
14133,[],
14134,"['gila', 'sumber', 'daya', 'gb']",gila sumber daya gb
14135,"['suka', 'ter', 'pokokknya']",suka ter pokokknya
14136,[],
14137,"['berat', 'update', 'kaya', 'genshin']",berat update kaya genshin
14138,"['stuck', 'distribusi', 'global', 'eror', 'coba', 'install', 'wifi', 'milik', 'koneksi', 'tangan', 'ganti', 'koneksi', 'wifi', 'data']",stuck distribusi global eror coba install wifi milik koneksi tangan ganti koneksi wifi data
14139,"['turn', 'base', 'cerita', 'map', 'kemas', 'rapi', 'bansosnya', 'keluh', 'update', 'makan', 'memori', 'kentang', 'menang', 'kali', 'masuk', 'ngelegnya', 'maen', 'gitu', 'ngeleg', 'bintang', 'karna', 'bansosnya', 'gacor', 'moga', 'kembang', 'bansos', 'gacor']",turn base cerita map kemas rapi bansosnya keluh update makan memori kentang menang kali masuk ngelegnya maen gitu ngeleg bintang karna bansosnya gacor moga kembang bansos gacor
14140,"['developer', 'baik', 'antero', 'jagat', 'multiverse']",developer baik antero jagat multiverse
14141,"['kikir', 'impact']",kikir impact
14142,"['sempurna', 'cutscene', 'lag', 'ganggu', 'cutscene', 'memorable', 'menururt', 'jaring', 'lancar']",sempurna cutscene lag ganggu cutscene memorable menururt jaring lancar
14143,"['muahh', 'muahh']",muahh muahh
14144,['bintang'],bintang
14145,"['benerin', 'hadiah', 'bansos', 'genshin', 'bintang']",benerin hadiah bansos genshin bintang
14146,['gila'],gila
14147,"['unduh', 'data', 'notifikasi', 'biar', 'mudah', 'kaya', 'genshin']",unduh data notifikasi biar mudah kaya genshin
14148,"['b', 'sukaa']",b sukaa
14149,['umur'],umur
14150,"['login', 'dalam', 'optimalisasi']",login dalam optimalisasi
14151,['iloveit'],iloveit
14152,"['suka', 'download', 'ulang', 'ulang', 'bang', 'account']",suka download ulang ulang bang account
14153,['bansos'],bansos
14154,"['baik', 'panas', 'main', 'pc']",baik panas main pc
14155,[],
14156,"['cerita', 'asik', 'asik', 'pokok']",cerita asik asik pokok
14157,"['mekanis', 'mudah', 'awal', 'segi', 'storyline', 'mc', 'seringkali', 'ngelawak', 'farming', 'mudah', 'golong', 'mudah', 'misi', 'stellarjade', 'mudah', 'player', 'farming', 'awal', 'susah', 'susah', 'kumpul', 'item', 'build', 'karakter']",mekanis mudah awal segi storyline mc seringkali ngelawak farming mudah golong mudah misi stellarjade mudah player farming awal susah susah kumpul item build karakter
14158,"['thiss', 'much']",thiss much
14159,"['baik', 'kereta', 'lampu', 'doang', 'dalam', 'bangun', 'tembus', 'pandang', 'rumput', 'doang', 'baik', 'balikin', 'bintang', 'naikin', 'b', 'ganti', 'device', 'hehe']",baik kereta lampu doang dalam bangun tembus pandang rumput doang baik balikin bintang naikin b ganti device hehe
14160,"['gacha', 'ku', 'bauk']",gacha ku bauk
14161,['decent'],decent
14162,"['akun', 'gacha']",akun gacha
14163,"['genshit', 'could', 'never']",genshit could never
14164,['bansos'],bansos
14165,"['bansos', 'sistem', 'enak', 'prinsip', 'prinsip', 'sukses']",bansos sistem enak prinsip prinsip sukses
14166,[],
14167,"['overall', 'jarang', 'bug', 'bug', 'dsb', 'bintang', 'aplikasi', 'karna', 'nemu', 'minus', 'barusan', 'check', 'besok', 'system', 'dll', 'yahh', 'selera', 'deh', 'buat', 'pribadi', 'bosan', 'karna', 'gegara', 'heng', 'il', 'doang', 'rate', 'kalah', 'aka', 'danil', 'kalah', 'yanqing', 'pensi', 'aplikasi', 'tetep']",overall jarang bug bug dsb bintang aplikasi karna nemu minus barusan check besok system dll yahh selera deh buat pribadi bosan karna gegara heng il doang rate kalah aka danil kalah yanqing pensi aplikasi tetep
14168,['bansos'],bansos
14169,"['baik', 'guys', 'kaya', 'genshin']",baik guys kaya genshin
14170,"['banyak', 'bansos', 'gin', 'nih', 'player', 'betah', 'story', 'karakter', 'ciamik', 'disandingin', 'bansos', 'limpah', 'player', 'betah', 'mainin']",banyak bansos gin nih player betah story karakter ciamik disandingin bansos limpah player betah mainin
14171,[],
14172,"['fix', 'genshin', 'reward']",fix genshin reward
14173,"['seruuuuuu', 'bangetttt']",seruuuuuu bangetttt
14174,"['kikir', 'belah', 'top', 'ampas']",kikir belah top ampas
14175,['muas'],muas
14176,"['kali', 'bandingin']",kali bandingin
14177,['cloudnya'],cloudnya
14178,[],
14179,"['tambah', 'fitur', 'batal', 'ultimate', 'sumpah', 'tambah', 'kesel', 'lawan', 'boss', 'automaton', 'grizzly', 'direwolf', 'darah', 'sekarat', 'tim', 'ku', 'darah', 'penuh', 'mlh', 'pencet', 'ulti', 'lxia', 'alhasil', 'grizzly', 'keluar', 'ulti', 'darah', 'tim', 'ku', 'sekarat', 'lxia', 'kepake', 'ulti', 'direwolf', 'serang', 'pke', 'physicalnya', 'alhasil', 'mlh', 'kalah']",tambah fitur batal ultimate sumpah tambah kesel lawan boss automaton grizzly direwolf darah sekarat tim ku darah penuh mlh pencet ulti lxia alhasil grizzly keluar ulti darah tim ku sekarat lxia kepake ulti direwolf serang pke physicalnya alhasil mlh kalah
14180,"['rating', 'bintang', 'untuk']",rating bintang untuk
14181,[],
14182,"['help', 'download', 'file', 'application', 'screen', 'turn', 'purple', 'explain']",help download file application screen turn purple explain
14183,"['x', 'diredownload', 'dikatain', 'maling', 'akun', 'anak', 'maling', 'akun', 'jasmin', 'hari', 'kamar', 'nemenin', 'sakit', 'ajar', 'masakin', 'diusirin', 'luar', 'rumah', 'temennya', 'luar', 'teriak', 'satuin', 'iphone', 'disatuin', 'ambil', 'null', 'iphone', 'paksa', 'bawa', 'ibox', 'anak', 'salah', 'anak']",x diredownload dikatain maling akun anak maling akun jasmin hari kamar nemenin sakit ajar masakin diusirin luar rumah temennya luar teriak satuin iphone disatuin ambil null iphone paksa bawa ibox anak salah anak
14184,"['genshin', 'could', 'never']",genshin could never
14185,"['ramah', 'f', 'p', 'karakter', 'tarik', 'salah', 'baik']",ramah f p karakter tarik salah baik
14186,[],
14187,"['better', 'kikir', 'impek']",better kikir impek
14188,"['kali', 'nyobain', 'genre', 'turn', 'based', 'rpg', 'genre', 'legend', 'kes', 'tua', 'kemas', 'tarik', 'visual', 'background', 'musicnya', 'khas', 'story', 'pasti', 'selesai', 'moga', 'alur', 'cerita', 'tetep', 'tarik', 'event', 'event', 'ada', 'fresh', 'monoton', 'ps', 'konten', 'lumayan', 'agam', 'moga', 'lanjut']",kali nyobain genre turn based rpg genre legend kes tua kemas tarik visual background musicnya khas story pasti selesai moga alur cerita tetep tarik event event ada fresh monoton ps konten lumayan agam moga lanjut
14189,"['bintang', 'account', 'ngulang', 'mana', 'kesel', 'karakter', 'ngulang']",bintang account ngulang mana kesel karakter ngulang
14190,"['sum', 'rada', 'ngeleg', 'loading', 'sampe', 'menit']",sum rada ngeleg loading sampe menit
14191,[],
14192,"['suka', 'banyak', 'bansosnya', 'main', 'honkai', 'star', 'rail']",suka banyak bansosnya main honkai star rail
14193,[],
14194,['bansos'],bansos
14195,['gemes'],gemes
14196,"['spek', 'normal', 'santai']",spek normal santai
14197,"['minimal', 'klarifikasi', 'drama']",minimal klarifikasi drama
14198,['bosan'],bosan
14199,"['pokok', 'mah', 'v']",pokok mah v
14200,[],
14201,['nagih'],nagih
14202,['bansosnya'],bansosnya
14203,"['baik', 'bug', 'event', 'perang', 'aetherium', 'cloudfrod', 'mana', 'gambar', 'muncul', 'foto']",baik bug event perang aetherium cloudfrod mana gambar muncul foto
14204,[],
14205,"['jelek', 'gb']",jelek gb
14206,"['anivv', 'pull', 'saham', 'hsr', 'b']",anivv pull saham hsr b
14207,"['moga', 'lancar', 'bansosnya', 'bantu', 'sosial', 'primogen', 'jade', 'death']",moga lancar bansosnya bantu sosial primogen jade death
14208,"['mah', 'gensin', 'fersi', 'lite']",mah gensin fersi lite
14209,"['genshin', 'could', 'never']",genshin could never
14210,"['fixed', 'genshin', 'impact', 'reward']",fixed genshin impact reward
14211,"['suka', 'hsr', 'nama', 'produk', 'impact', 'kikir']",suka hsr nama produk impact kikir
14212,"['langsung', 'bintang', 'pelit', 'genshin', 'pelit', 'hahahaha']",langsung bintang pelit genshin pelit hahahaha
14213,"['dasar', 'rusak', 'bangsa', 'liar', 'bingung', 'deh', 'orang', 'orang', 'wibu', 'bekas', 'jajah', 'negara', 'jepang', 'jepang', 'uh', 'dasar', 'rusak', 'bangsa', 'indonesia']",dasar rusak bangsa liar bingung deh orang orang wibu bekas jajah negara jepang jepang uh dasar rusak bangsa indonesia
14214,"['genshin', 'impact', 'could', 'never', 'jk', 'increasingly', 'games', 'getting', 'better', 'every', 'complaint', 'bugs', 'heard', 'fixed', 'smartphone', 'still', 'feels', 'excessively', 'hot', 'playing', 'maximum', 'settings', 'compared', 'genshin', 'impact', 'similar', 'settings', 'lighten', 'want', 'maximum', 'experience', 'perfect', 'mobile', 'device']",genshin impact could never jk increasingly games getting better every complaint bugs heard fixed smartphone still feels excessively hot playing maximum settings compared genshin impact similar settings lighten want maximum experience perfect mobile device
14215,['games'],games
14216,"['yes', 'genshin', 'rewards', 'always', 'succ']",yes genshin rewards always succ
14217,"['gacha', 'bapuk']",gacha bapuk
14218,"['genshin', 'could', 'never']",genshin could never
14219,['keyeeeen'],keyeeeen
14220,"['follow', 'genshitttt', 'dev', 'team', 'falling']",follow genshitttt dev team falling
14221,"['simpel', 'tem', 'open', 'world', 'arang', 'lompat', 'padahak', 'terbang', 'loncat', 'atap', 'rumah', 'dll', 'lemah', 'saran', 'bebasin', 'aktivitas', 'player', 'bosan']",simpel tem open world arang lompat padahak terbang loncat atap rumah dll lemah saran bebasin aktivitas player bosan
14222,"['penuh', 'sempurna', 'mentah', 'pure', 'fun', 'dev', 'pulls', 'hari', 'upd', 'penacony', 'nambah', 'genshin', 'raaahhhhh']",penuh sempurna mentah pure fun dev pulls hari upd penacony nambah genshin raaahhhhh
14223,[],
14224,"['grafik', 'ngelag', 'monster', 'susah', 'lawan', 'bintang']",grafik ngelag monster susah lawan bintang
14225,"['ken', 'crt', 'jingliu']",ken crt jingliu
14226,"['genshin', 'could', 'never', 'lit']",genshin could never lit
14227,[],
14228,"['deh', 'komen', 'tambah', 'bicara', 'bahasa', 'indonesia', 'transletnya', 'doang']",deh komen tambah bicara bahasa indonesia transletnya doang
