original_index,cleaned,normalized
7066,saya rindu genshin inpact hoyovers boleh gaa dunia hsr dibuat jadi agak mirip dunia keyak di genshin inpact pliss lah hoyover ini keinginan terakhir dan pertama saya saya mohon dunia nya jangan terlalu dibuat penuh teknologi yaa maju terus hoyovers,saya rindu genshin inpact hoyovers boleh gaa dunia hsr dibuat jadi agak mirip dunia keyak di genshin inpact please lah hoyover ini keinginan terakhir dan pertama saya saya mohon dunia nya jangan terlalu dibuat penuh teknologi yaa maju terus hoyovers
7067,gak ada pitur skip,tidak ada pitur skip
7068,gamenya bagus cuman ya aku tidak terlalu suka gaya bertarungnya mungkin karena aku kebiasaan main genshin,game nya bagus cuman ya aku tidak terlalu suka gaya bertarungnya mungkin karena aku kebiasaan main genshin
7069,gamenya bagus karna storynya juga unik bertema diluar angkasa dan juga subtitle juga mengunakan bahasa gaul jadi enak bacanya,game nya bagus karna storynya juga unik bertema diluar angkasa dan juga subtitle juga mengunakan bahasa gaul jadi enak bacanya
7070,halah jemboed setiap gacha pasti kalah rate off mulu badjingan,halah jemboed setiap gacha pasti kalah rate off mulu badjingan
7071,good,good
7072,best game,best game
7073,sukak aja,sukak saja
7074,jgn plagiat ya sayang,jangan plagiat ya sayang
7075,farm relic sulit,farm relic sulit
7076,gatcha sistem so trash what do you mean i never got that i got limited character,gatcha sistem so trash what do you mean i never got that i got limited character
7077,game nya bgs apa lagi kafka sama himeko,game nya bagus apa lagi kafka sama himeko
7078,overall udah bagus dari segi cerita karakter dll udah bagus banget nggak pelit reward niatnya mau komplain penghapusan data manajemen quest terdahulu yang menumpuk agar tidak memakan ruang ehh ternyata sudah disediakan good job dah,overall sudah bagus dari segi cerita karakter dll sudah bagus sekali tidak pelit reward niatnya mau komplain penghapusan data manajemen quest terdahulu yang menumpuk agar tidak memakan ruang ehh ternyata sudah disediakan good job sudah
7079,misi nya di perbanyak lagi dong,misi nya di perbanyak lagi dong
7080,saya cinta game ini karena sunday wangy wangy aaaakhhhh,saya cinta game ini karena sunday wangy wangy aaaakhhhh
7081,apalah masa setiap banner hight pity mulu,apalah masa setiap banner hight pity mulu
7082,sangat guna santai dan kuliah buat bisa otomatis,sangat guna santai dan kuliah buat bisa otomatis
7083,baik baik game baik,baik baik game baik
7084,game turn base paling bagus menurut saya,game turn base paling bagus menurut saya
7085,yayayayaya bagus,yayayayaya bagus
7086,no comment,no comment
7087,sya sangat seneng main game turn base ap lgi game honkai starrail dari pengalaman saya sejak awal rilis smpe sekarang dari alur cerita sangat menarik dan memanjakan mata ap lagi segi cerita trailer dan animasi jujur saja gue sangat sneng banget sama hsr yg membuat ku betah selama ny ketika saya kalah rate off di situ lh saya sangat emosi bnget ap lagi yg keluar path ice char standar,saya sangat seneng main game turn base ap lagi game honkai starrail dari pengalaman saya sejak awal rilis smpe sekarang dari alur cerita sangat menarik dan memanjakan mata ap lagi segi cerita trailer dan animasi jujur saja saya sangat sneng sekali sama hsr yang membuat ku betah selama nya ketika saya kalah rate off di situ lh saya sangat emosi sekali ap lagi yang keluar path ice char standar
7088,ahh mantap,ahh mantap
7089,guud,guud
7090,aku cinta game baik,aku cinta game baik
7091,gokil,gokil
7092,terimakasih game baik sudah menciptakan istri secantik dan sesempurna firefly sehat terus game baik,terimakasih game baik sudah menciptakan istri secantik dan sesempurna firefly sehat terus game baik
7093,kadang mau login eror mulu dan praunduh scam,kadang mau login eror mulu dan praunduh scam
7094,,
7095,mines di event nya doang sangat sedikit kalo untuk alur cerita fight desain karakter grafik top lah,mines di event nya doang sangat sedikit kalau untuk alur cerita fight desain karakter grafik top lah
7096,aselolee,aselolee
7097,nice,nice
7098,terlalu gg bagus banget buat sekelas turned based rpg walaupun sekali update ga ngotak si memonya tapi akhirnya jadi game kesayangan juga deh hehe soalnya fleksibel juga bisa buat free to play,terlalu good game bagus sekali buat sekelas turned based rpg walaupun sekali update tidak berpikir si memonya tapi akhirnya jadi game kesayangan juga deh hehe soalnya fleksibel juga bisa buat free to play
7099,orang namanya game gacha kalau kalian gk expect char lama kena power creep terus value char baru dari mana cobak v,orang namanya game gacha kalau kalian tidak expect char lama kena power creep terus value char baru dari mana cobak v
7100,heheh,heheh
7101,bro beneran ini banyak plagiatnya,bro beneran ini banyak plagiatnya
7102,truly a masterpiece even thought i didn t played honkai impact this thing stills was a masterpiece,truly a masterpiece even thought i didn t played honkai impact this thing stills was a masterpiece
7103,gem debes,game debes
7104,powercreep terasa sekali saran saya berikan event yang memberi karakter gratis dan eksklusif yang setidaknya bisa mengsupport tim f p entah sebagai dps ataupun support itu sendiri atau tidak berikan karakter yang setidaknya sangat kuat dan fleksibel dalam semua tim,powercreep terasa sekali saran saya berikan event yang memberi karakter gratis dan eksklusif yang setidaknya bisa mengsupport tim f p entah sebagai dps ataupun support itu sendiri atau tidak berikan karakter yang setidaknya sangat kuat dan fleksibel dalam semua tim
7105,very good game,very good game
7106,sehat sehat game baik,sehat sehat game baik
7107,ramah f p ga kyk sodara nya,ramah f p tidak seperti sodara nya
7108,,
7109,pity di kurangin min jadi atau gitu jangan,pity di kurangin min jadi atau gitu jangan
7110,soundtrack keren cutscene keren cerita bagus banyak jokes nya dan lain lain gak ngebosenin tapi jujur aja makin kesini powercreep makin kerasa tolong lah pertimbangkan kekuatan karakter karakter lama juga i ain t spending my jades ke karakter yang gak gw suka,soundtrack keren cutscene keren cerita bagus banyak jokes nya dan lain lain tidak ngebosenin tapi jujur saja makin kesini powercreep makin kerasa tolong lah pertimbangkan kekuatan karakter karakter lama juga i ain t spending my jades ke karakter yang tidak saya suka
7111,tolong pihak mihoyo untuk buuf karakter lama seperti seele dikarenakan musuh semakin tebal dan karakter lama sudah gak kepakai lagi tolong di revamp di buuf agar bersaing dengan karakter baru,tolong pihak mihoyo untuk buuf karakter lama seperti seele dikarenakan musuh semakin tebal dan karakter lama sudah tidak kepakai lagi tolong di revamp di buuf agar bersaing dengan karakter baru
7112,,
7113,game ini banyak bansos ny krn setiap patch ganti meta ga meta ga bisa clear end game konten dan chara pun terkena powercreep yang brutal sehingga chara yg old benar benar ga guna sama sekali pull support untuk jangka yg panjang gw punya banyak support limited minim dps meta alhasil char yg lama tetep mid klo ga pke char meta ya mau gimana lagi game rpg rata rata kyk gini,game ini banyak bansos nya karena setiap patch ganti meta tidak meta tidak bisa clear end game konten dan chara pun terkena powercreep yang brutal sehingga chara yang old benar benar tidak guna sama sekali pull support untuk jangka yang panjang saya punya banyak support limited minim dps meta alhasil char yang lama tetep mid kalau tidak pke char meta ya mau gimana lagi game rpg rata rata seperti gini
7114,game kapitalis powercreep kecepatan,game kapitalis powercreep kecepatan
7115,bagus lmyan sambil nunggu end game konten genshin xd,bagus lumayan sambil menunggu end game konten genshin xd
7116,saya suka game honkai star rail karena ada autobattle jadi bisa sambil ngopi deh,saya suka game honkai star rail karena ada autobattle jadi bisa sambil ngopi deh
7117,keren,keren
7118,game baik mayan ramah sama f p soalnya banyak event yang hadiahnya besar terus gampang menang rate off desain dan story nya juga keren memang top ini,game baik lumayan ramah sama f p soalnya banyak event yang hadiahnya besar terus mudah menang rate off desain dan story nya juga keren memang top ini
7119,game baik,game baik
7120,ini game gak se opennworld kayak genshin tapi tiap kali update gamenya bisa sampe belasan gb genshin aja paling cuma gb aja tiap bulan ini game makan kuota bulanan aja,ini game tidak se opennworld seperti genshin tapi tiap kali update game nya bisa sampe belasan gb genshin saja paling cuma gb saja tiap bulan ini game makan kuota bulanan saja
7121,anjim gb ngotak dikit napa kalo updet updet doang ini lo bayangin berapa lm itu,anjim gb berpikir dikit napa kalau updet updet doang ini lo bayangin berapa lm itu
7122,santai cocok untuk yang suka strategi,santai cocok untuk yang suka strategi
7123,copy,copy
7124,,
7125,march th dan ruan mei istri gw,march th dan ruan mei istri saya
7126,puasa banget,puasa sekali
7127,game baik,game baik
7128,asik,asik
7129,turn based terbaik,turn based terbaik
7130,as much as the mc fool around the other characters are pretty serious and filled with lore which what i love so much abt this game the character designs are also gorgeous,as much as the mc fool around the other characters are pretty serious and filled with lore which what i love so much abt this game the character designs are also gorgeous
7131,keren bngt,keren sekali
7132,bagus,bagus
7133,mohon bantuannya devoloper game saya stack di loading sedang berganti kesudut pandang fexiao tolong dong saya jadi gk login login nih mohon bantuannya,mohon bantuannya devoloper game saya stack di loading sedang berganti kesudut pandang fexiao tolong dong saya jadi tidak login login nih mohon bantuannya
7134,newbie langsung lawan boss sulit,newbie langsung lawan boss sulit
7135,perfect,perfect
7136,terus aja plagiat kocak,terus saja plagiat kocak
7137,asik,asik
7138,karena bagus aku lebih suka rappa karena karakternya lucu,karena bagus aku lebih suka rappa karena karakternya lucu
7139,game nya bagus tapi sayang hp tidak memadai,game nya bagus tapi sayang hp tidak memadai
7140,game turn base dgn grafik bagus dan juga sangat ramah untuk f p,game turn base dengan grafik bagus dan juga sangat ramah untuk f p
7141,game honkai paling tolol download sumber data sampe gb ga ky game lain dowload gb setelah di install keluarlah gb ya ini plek ketiplek harus download gb hadeh bubar bubar,game honkai paling tolol download sumber data sampe gb tidak ky game lain dowload gb setelah di install keluarlah gb ya ini plek ketiplek harus download gb hadeh bubar bubar
7142,drop dulu bakal balik lagi kalo ada fitur skip dialog seperti wuthering wave,drop dulu bakal balik lagi kalau ada fitur skip dialog seperti wuthering wave
7143,ada in fps dong,ada in fps dong
7144,ruan mei gua udah pulang soon e s plis,ruan mei gua sudah pulang soon e s please
7145,game nya menarikk termasuk story nya tapi mb nya kegedean untuk hp kentang kaya aku gapapa pokoknya game nya kereenn dan karakter nya juga bagus grafik nya okee bangett mungkin itu aja yang bisa sya sampaikan kedepannya lagi semoga mb nya lebih kecil biar bisa main di hp kentang kaya aku,game nya menarikk termasuk story nya tapi mb nya kegedean untuk hp kentang kaya aku gapapa pokoknya game nya kereenn dan karakter nya juga bagus grafik nya okee bangett mungkin itu saja yang bisa saya sampaikan kedepannya lagi semoga mb nya lebih kecil biar bisa main di hp kentang kaya aku
7146,my hsr always goes black screen everytime there is a scene or a battle,my hsr always goes black screen everytime there is a scene or a battle
7147,gamenya bagus,game nya bagus
7148,good,good
7149,herta b i coming,herta b i coming
7150,ar,ar
7151,good game,good game
7152,game baikk,game baikk
7153,mantap,mantap
7154,please dong sistem gacha nya jangan di bikin kayak kalah atau menang gitu,please dong sistem gacha nya jangan di buat seperti kalah atau menang gitu
7155,bagus gamenya minus pas cut scene aja kadang patah patah,bagus game nya minus ketika cut scene saja kadang patah patah
7156,good game thanks udh menemani,good game thanks sudah menemani
7157,w kasih saja karena musuh nya susah apalagi di tempat dunia mimpi melawan sampah susah karena karakter ku masih jelek emang harus keluarin duit dulu baru bisa menikmati game nya tolong di nerf musuh musuh nya jagan telalu kuat,saya kasih saja karena musuh nya susah apalagi di tempat dunia mimpi melawan sampah susah karena karakter ku masih jelek memang harus keluarin duit dulu baru bisa menikmati game nya tolong di nerf musuh musuh nya jagan telalu kuat
7158,game dermawan,game dermawan
7159,bagus si tapi saya mau kasih saran aja kalau dowload dalamannya itu sediakan speed boster jadi dowloadnya lebih cepat sama misalnya udah ke dowload setengah kesimpan otomatis jadi gak boros kouta itu aja,bagus si tapi saya mau kasih saran saja kalau dowload dalamannya itu sediakan speed boster jadi dowloadnya lebih cepat sama misalnya sudah ke dowload setengah kesimpan otomatis jadi tidak boros kouta itu saja
7160,paling suka sama alur cerita yang gak begitu berbelit belit dan mudah dipahami dan juga suka banget sama design karakter nya yang bagus bagus jadi betah mainnya,paling suka sama alur cerita yang tidak begitu berbelit belit dan mudah dipahami dan juga suka sekali sama design karakter nya yang bagus bagus jadi betah mainnya
7161,dear developer tolong perbaiki kemampuan game dalam menangkap sinyal internet saya merasa terganggu dengan hal ini sinyal wifi saya full kenceng tapi game nya suka putus nyambung putus nyambung jaringan internet nya terus pengalaman bermain apalagi pas lagi main quest malah suka menghubungkan ulang sendiri padalah wifi saya kenceng dan akhirnya saya jadi harus mengulang semua dialognya dari awal bisa tolong diperbaiki,dear developer tolong perbaiki kemampuan game dalam menangkap sinyal internet saya merasa terganggu dengan hal ini sinyal wifi saya full kenceng tapi game nya suka putus nyambung putus nyambung jaringan internet nya terus pengalaman bermain apalagi ketika lagi main quest malah suka menghubungkan ulang sendiri padalah wifi saya kenceng dan akhirnya saya jadi harus mengulang semua dialognya dari awal bisa tolong diperbaiki
